Food Name,Calories,Carbohydrates (g),Sugars (g),Fat (g),Protein (g),Fiber (g),Vitamin_A_µg,Vitamin_B_complex_mg,Vitamin_C_mg,Vitamin_D_µg,Vitamin_E_mg,Vitamin_K_µg,Calcium_mg,Iron_mg,Potassium_mg,Magnesium_mg,Zinc_mg,Sodium_mg,Category,Cuisine,Meal_Type
"Lamb Dansak, 1 container",180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.01,0.11,0.92,52.2,1.15,94.0,28.8,0.6,74,Dinner,Pakistani,Dinner
"Veg Thali, 1 plate",200.0,44.0,0.0,10.0,8.8,0.0,0.0,0.01,2.4,0.01,0.94,8.91,1.0,0.94,221.4,0.8,0.01,218,Dinner,Global,Lunch
"Deli Bhel Puri, 1 plate",74.0,1.2,0.0,0.8,4.0,0.0,0.7,0.13,3.9,0.16,0.04,25.88,64.0,1.66,169.8,28.1,0.28,95,Lunch,Pakistani,Lunch
"Shrimp Curry, 2 cup",309.6,20.8,0.0,7.2,21.6,0.0,13.7,0.26,3.0,0.05,0.27,18.86,30.5,1.34,135.3,0.9,0.33,532,Lunch,Pakistani,Lunch
"Sweet Barfi (Khoya) Plain, 30 g",34.0,4.8,0.0,1.6,0.8,0.0,17.4,0.31,5.4,0.23,0.95,6.61,39.2,0.29,109.0,3.2,0.28,215,Dinner,Pakistani,Lunch
"Homemade Plain Yellow Daal, 1 serving",68.8,8.4,0.0,3.2,2.0,0.0,1.6,0.26,8.8,0.1,0.16,3.31,22.8,1.48,189.4,12.8,0.52,269,Dinner,Pakistani,Lunch
"Pilau Rice (300g), 1/4 Pack",47.2,9.2,0.0,0.4,1.2,0.0,17.5,0.29,2.6,0.08,0.08,21.17,5.5,1.54,246.8,12.4,0.13,296,Lunch,Pakistani,Lunch
Brownie Recipe With Oil,67.2,9.2,0.0,3.6,1.2,0.0,4.5,0.27,2.5,0.11,0.58,1.99,4.4,2.11,101.1,27.6,0.21,506,Lunch,Pakistani,Lunch
"Poppadum, 1 poppadum",30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,10.5,0.04,0.03,0.97,55.5,1.28,235.8,14.5,0.42,283,Lunch,Pakistani,Lunch
Cinnamon Spice Tea Recipe,33.2,8.8,0.0,0.1,0.4,0.0,51.1,0.27,10.0,0.14,0.44,10.09,37.5,0.86,163.5,20.8,0.2,339,Dinner,Pakistani,Lunch
"South Curry (Thali) & Rice, 350 g",168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,2.8,0.05,0.38,2.27,43.6,0.32,109.3,13.7,0.06,111,Dinner,Pakistani,Dinner
"Generic Food, 2 cup",0.0,54.4,0.0,22.4,16.0,0.0,45.5,0.32,5.7,0.1,0.46,5.73,11.5,0.15,227.7,11.2,0.05,288,Dinner,Pakistani,Lunch
"Amy's Mattar Paneer, 0.5 entree 10oz.",74.0,10.8,0.0,2.4,2.8,0.0,0.0,0.07,2.6,0.13,0.14,14.02,8.6,0.78,131.9,26.8,0.61,702,Lunch,Pakistani,Lunch
"Store Jalebi, 1.5 pieces",70.8,12.4,0.0,2.0,0.8,0.0,0.0,0.29,2.8,0.01,0.13,0.82,10.5,2.27,90.3,13.4,0.24,337,Dinner,Pakistani,Lunch
"Gopi 2% Lowfat Yogurt, , 0.5 cup (227g)",36.0,3.2,0.0,1.2,2.4,0.0,0.0,0.25,0.5,0.04,0.39,15.83,51.4,1.74,211.8,16.7,0.06,496,Dinner,Global,Lunch
"Homemade Aloo Capsicum Sabzi, 0.5 Cup",29.6,2.8,0.0,1.6,0.4,0.0,61.2,0.35,4.9,0.01,0.1,31.35,14.0,0.47,122.9,14.0,0.48,217,Dinner,Pakistani,Lunch
"Asia Chappattis 2 Chapattis, 0.5 Chapatti",38.8,7.2,0.0,0.4,1.2,0.0,0.0,0.21,1.2,0.08,0.08,3.75,21.5,0.68,154.4,26.9,0.59,152,Lunch,Pakistani,Lunch
"Homemade Lobia Black Eyed Pea Curry, 200 g",76.8,9.2,0.0,3.6,2.8,0.0,0.0,0.58,3.4,0.01,0.28,7.06,0.2,1.65,117.6,0.4,1.32,48,Lunch,Pakistani,Lunch
"Masala Dosa With Coconut Chutney, 0.5 dosa",99.6,17.6,0.0,2.0,3.2,0.0,22.5,0.11,0.2,0.05,0.25,1.57,19.8,0.48,116.9,3.6,0.52,412,Lunch,Global,Lunch
"Puri or Poori Bread, 2 fried puffed bread",85.6,13.6,0.0,2.8,2.0,0.0,12.5,0.42,2.5,0.2,0.41,1.79,45.3,0.35,161.8,15.4,0.03,289,Dinner,Pakistani,Lunch
"Trader Joe's Fare Punjab Eggplant, 10 oz",120.0,10.4,0.0,7.2,3.2,0.0,35.9,0.09,3.4,0.04,0.11,6.53,9.8,0.58,24.1,18.3,0.09,261,Breakfast,Pakistani,Breakfast
"Homemade Masala Khichadi Rice, 2 Plate",264.0,16.8,0.0,16.8,12.4,0.0,68.7,0.24,5.8,0.08,0.08,1.31,51.5,1.47,276.2,13.8,0.05,153,Lunch,Pakistani,Lunch
"Tesco Chicken Tikka Masala, 350 g",200.0,5.6,0.0,10.8,18.4,0.0,0.0,0.41,14.3,0.01,0.09,18.22,15.2,1.51,73.0,1.4,1.08,358,Dinner,Pakistani,Dinner
"Chicken Tikka, 1.3 portion",80.8,1.6,0.0,2.0,13.6,0.0,28.0,0.05,2.6,0.04,0.49,5.61,44.0,0.29,103.0,2.9,0.4,334,Dinner,Pakistani,Dinner
"Homemade Masoor Dal (Lentils), 1 cup cooked of cup made",80.0,11.2,0.0,1.6,4.4,0.0,0.0,0.07,6.0,0.13,0.11,2.76,44.2,0.31,179.7,10.9,0.02,461,Lunch,Pakistani,Lunch
"Sweet Potato Curry With Paneer Curried Sweet Potato, Peas, Tomato and Paneer, 0.5 cup",41.2,4.0,0.0,1.6,2.0,0.0,0.0,0.06,0.1,0.24,0.09,15.97,26.7,0.34,142.1,1.8,0.06,87,Dinner,Pakistani,Dinner
"Homemade Shrimp Curry, 50 g",60.0,5.2,0.0,2.0,5.6,0.0,16.3,0.06,3.1,0.03,1.14,31.07,19.7,0.13,34.7,0.0,1.06,445,Dinner,Pakistani,Dinner
"Easy Butter Chicken, 1.25 serving(s)",233.6,7.2,0.0,16.8,13.2,0.0,55.3,0.29,5.3,0.09,0.55,10.48,2.2,1.11,9.6,10.6,0.33,338,Lunch,Pakistani,Lunch
"Saag, 1.5 serving(s)",182.4,19.2,0.0,11.2,7.2,0.0,53.4,0.03,7.5,0.01,0.28,3.76,19.9,1.14,151.3,18.3,0.59,30,Lunch,Pakistani,Lunch
"Lamb Curry, 1 serving",103.2,4.0,0.0,5.2,9.2,0.0,0.0,0.14,2.9,0.07,0.73,14.57,23.4,1.01,127.6,18.1,0.59,211,Dinner,Pakistani,Dinner
"Co-Op Mini Selection Mini Bhaji, 3 Bhaji",60.0,0.0,0.0,2.8,0.0,0.0,53.6,0.07,6.1,0.19,0.75,2.89,32.9,0.8,150.3,13.1,0.04,575,Lunch,Pakistani,Lunch
"Tesco Finest Chicken Tikka Masala & Rice, 500 g",310.0,32.8,0.0,12.8,15.2,0.0,0.0,0.26,2.6,0.09,0.75,4.57,2.1,0.25,127.5,6.3,0.8,265,Dinner,Pakistani,Dinner
"Generic Masala Tea, 1 cup",40.0,6.4,0.0,0.8,0.8,0.0,10.2,0.2,5.3,0.04,0.36,14.84,3.8,2.42,164.5,0.2,0.06,433,Dinner,Pakistani,Lunch
"Rice Basmati Rice, 50 Grams",20.4,4.4,0.0,0.0,0.4,0.0,14.5,0.03,8.6,0.05,0.62,15.02,16.2,1.37,267.8,14.1,0.33,209,Lunch,Pakistani,Lunch
"Vh Market Vindaloo Sauce, 1/2 cup (125 mL)",60.0,12.0,0.0,1.2,0.8,0.0,23.3,0.17,3.6,0.1,0.15,11.8,13.0,0.61,28.4,1.6,0.72,173,Lunch,Pakistani,Lunch
"Tarka Dhal, 300 g",144.0,22.0,0.0,4.8,4.8,0.0,13.5,0.24,1.6,0.06,0.77,15.36,22.1,0.51,18.9,21.8,0.07,453,Dinner,Pakistani,Lunch
"Wildwood Organic Baked Tofu Curry, 3 oz",52.0,2.0,0.0,2.4,5.2,0.0,10.1,0.33,9.9,0.2,0.5,6.67,32.4,1.39,223.9,10.1,0.93,271,Dinner,Pakistani,Dinner
"Chai Chai With Evaporated Milk & No Sugar, 20 oz",72.0,0.0,0.0,1.6,0.0,0.0,32.4,0.38,0.1,0.2,0.55,2.76,42.5,2.67,26.5,5.6,1.47,284,Breakfast,Pakistani,Breakfast
"Homemade Besan Puda (Gram Flour Pancake), 2 serving",111.2,10.8,0.0,4.8,4.4,0.0,46.3,0.72,1.3,0.04,0.02,8.83,45.6,1.9,181.3,32.2,0.17,94,Dinner,Pakistani,Lunch
"Pilau Rice, 0.75 cup cooked",76.8,18.0,0.0,2.0,4.4,0.0,0.0,0.14,3.3,0.01,0.31,0.58,11.6,1.11,35.5,12.7,0.61,206,Lunch,Pakistani,Lunch
Ketchup Chicken Recipe (Tikka Flavor),221.2,6.4,0.0,13.2,18.4,0.0,0.0,0.13,5.6,0.07,1.27,6.56,19.9,2.03,5.5,17.5,0.01,10,Dinner,Pakistani,Lunch
"Kadai Paneer, 1 cup",41.2,4.0,0.0,2.8,0.8,0.0,0.0,0.32,5.8,0.08,0.09,17.27,46.3,0.39,153.2,6.5,0.85,386,Dinner,Pakistani,Lunch
"Salted Pumpkin Seeds, 0.62 oz (9 grams)",28.8,0.8,0.0,2.4,1.6,0.0,0.0,0.07,0.1,0.04,0.73,10.72,19.6,1.55,44.5,20.6,0.08,405,Lunch,Pakistani,Lunch
"Adani Spices Mamra ( Puffed Rice), 25 gms",38.4,8.8,0.0,0.0,0.8,0.0,31.9,0.36,0.3,0.01,0.12,17.75,44.1,1.64,54.1,26.8,0.95,455,Lunch,Global,Lunch
"Aldi International Cuisine Butter Chicken 375 g, 375 g",188.4,21.2,0.0,6.8,10.4,0.0,0.0,0.54,5.2,0.15,0.16,0.14,27.3,0.87,30.8,5.6,0.22,88,Dinner,Pakistani,Dinner
"Wild Harvest Organic Basmati White Rice, 2 cup cooked rice (1/4 cup uncooked)",128.0,28.0,0.0,0.4,2.4,0.0,51.8,0.69,4.3,0.06,0.27,1.36,12.1,0.13,139.2,4.4,0.46,183,Lunch,Pakistani,Lunch
"Maya Kaimal Vindaloo Simmer Sauce, 1 cup",80.0,6.4,0.0,5.6,1.6,0.0,14.7,0.02,2.8,0.18,0.33,4.72,35.4,0.52,257.5,3.6,0.75,332,Dinner,Pakistani,Lunch
"Home Made Egg Curry (With Two Boiled Egg), 200 g",104.0,1.6,0.0,8.0,3.6,0.0,24.9,0.58,3.0,0.04,0.06,15.93,7.0,0.38,141.0,0.6,0.3,306,Breakfast,Pakistani,Breakfast
"Asda Plain Naan, 1 naan",121.2,16.8,0.0,4.8,2.8,0.0,31.2,0.15,1.1,0.19,0.95,3.27,23.3,0.9,147.6,21.8,0.28,221,Breakfast,Pakistani,Breakfast
"Garlic Naan, 0.25 naan",38.4,6.4,0.0,2.0,1.2,0.0,0.0,0.02,1.7,0.07,1.0,20.77,3.7,0.51,146.9,8.1,0.87,101,Breakfast,Pakistani,Breakfast
"Chipati Bread, 2.5 round",120.0,20.0,0.0,2.4,6.0,0.0,0.0,0.25,6.4,0.06,0.25,7.23,43.6,1.44,87.2,11.0,0.97,49,Dinner,Pakistani,Lunch
"All Recipes.Com Chicken Makhani ( Butter Chicken), 0.5 Cup Cooked",89.2,2.8,0.0,6.4,6.4,0.0,63.3,0.21,8.3,0.03,0.42,0.84,21.6,0.19,180.7,10.3,0.43,302,Dinner,Pakistani,Dinner
"Homemade Chicken Keema, 2 cup",297.6,14.4,0.0,20.8,14.8,0.0,56.6,0.55,0.9,0.11,0.08,1.37,0.1,0.78,127.6,14.3,0.13,383,Dinner,Pakistani,Dinner
"Whole Wheat Roti, 2 piece",40.0,8.8,0.0,0.4,2.4,0.0,25.8,0.11,6.5,0.01,0.69,14.38,31.0,0.05,19.9,0.5,0.84,199,Dinner,Pakistani,Lunch
"Chicken Balti Saagwala, 1 Container",153.6,10.4,0.0,8.0,14.0,0.0,6.9,0.36,1.7,0.12,0.03,2.37,30.1,0.33,296.5,16.5,0.41,342,Dinner,Pakistani,Dinner
"Naan Bread, 75 g",93.2,12.8,0.0,3.6,2.4,0.0,36.9,0.45,0.2,0.07,0.11,1.32,56.7,2.36,147.6,12.1,0.26,343,Breakfast,Pakistani,Breakfast
"Sainsbury's Chicken Jalfrezi, 1 pack",171.2,6.4,0.0,8.4,16.8,0.0,44.1,0.42,6.2,0.05,0.17,1.29,25.6,0.56,107.8,5.4,0.81,137,Dinner,Pakistani,Dinner
"Tofu, Chickpea, Veggie Braise, 297 serving",66.4,9.2,0.0,2.0,4.0,0.0,57.9,0.14,4.4,0.08,0.05,3.56,21.4,0.78,132.1,6.9,0.33,224,Breakfast,Pakistani,Breakfast
"Homemade Chapati, 3 Cooked",122.4,26.4,0.0,0.8,4.8,0.0,31.9,0.22,3.0,0.01,0.33,3.04,45.2,0.96,54.6,18.5,0.27,327,Breakfast,Pakistani,Breakfast
"Allrecipes.Com Spicy Dahl, 0.5 cup",42.0,6.0,0.0,1.2,2.0,0.0,0.0,0.1,5.8,0.1,0.39,5.76,21.9,0.01,197.3,19.9,0.08,299,Dinner,Pakistani,Lunch
"Waitrose Snack Collection, 1 Container",101.6,13.2,0.0,4.4,1.6,0.0,1.1,0.31,5.6,0.06,0.29,16.46,42.1,0.99,147.4,18.5,0.28,119,Lunch,Pakistani,Lunch
"Chicken Red Curry, 0.5 serving",66.0,0.0,0.0,0.0,4.0,0.0,34.8,0.28,1.8,0.23,0.32,21.64,19.7,0.4,230.7,14.4,0.45,39,Dinner,Pakistani,Lunch
"Homeprepared Eggplant (Brinjal), Stir Fried , 1 cup cooked",20.0,1.6,0.0,1.2,0.4,0.0,0.0,0.1,4.2,0.1,0.09,11.3,16.1,0.74,69.5,8.8,1.06,10,Breakfast,Pakistani,Breakfast
"Bread Roti, 1 oz",52.0,0.0,0.0,1.2,0.0,0.0,0.0,0.02,5.8,0.03,0.04,2.6,10.7,1.0,80.7,19.2,0.2,56,Lunch,Pakistani,Lunch
"Mushroom Rice, 0.7 portion",48.0,7.6,0.0,1.6,1.2,0.0,9.2,0.02,0.1,0.05,0.52,13.95,8.5,2.11,105.3,18.6,1.17,240,Dinner,Pakistani,Lunch
"Homemade Masala Khichadi Rice, 1 Plate",132.0,8.4,0.0,8.4,6.0,0.0,0.0,0.15,11.9,0.07,0.35,7.28,7.3,1.2,145.5,10.2,0.14,267,Lunch,Pakistani,Lunch
Keema Khichri,286.0,24.4,0.0,16.8,10.0,0.0,67.3,0.44,8.8,0.08,0.79,8.59,1.7,1.21,143.7,10.8,0.6,154,Lunch,Pakistani,Lunch
"Masala Tea, 2 Mug (0.5 pint)",48.0,6.4,0.0,1.6,1.2,0.0,4.3,0.07,15.2,0.15,0.73,23.52,35.1,0.02,49.0,19.7,0.42,208,Lunch,Pakistani,Lunch
"Basmati Rice Cooked, 50 g",24.0,5.2,0.0,0.0,0.8,0.0,35.6,0.26,6.7,0.25,0.13,29.58,20.3,1.36,71.1,25.0,0.82,440,Lunch,Global,Lunch
"Chicken Rogan Josh, 100 g",120.0,5.6,0.0,6.4,11.2,0.0,23.8,0.14,0.3,0.07,1.39,4.69,18.5,0.55,12.6,12.7,0.44,74,Dinner,Pakistani,Dinner
"Cuisine Kadai Chicken, 1 (approx. 257 g)",108.4,5.2,0.0,5.6,10.0,0.0,11.9,0.11,3.3,0.08,0.47,2.71,0.9,1.08,104.8,2.5,0.81,273,Dinner,Global,Dinner
"Cauliflower & Mixed Veg Curry, 1 serving",52.0,5.6,0.0,2.8,0.8,0.0,0.0,0.6,5.5,0.02,0.19,4.7,22.4,0.74,14.9,12.8,0.14,90,Lunch,Pakistani,Lunch
"Rice Sona Masoori, 1 cup (cooked)",64.0,14.0,0.0,0.0,1.6,0.0,24.2,0.3,8.3,0.07,0.66,1.66,5.5,0.32,168.5,4.6,0.61,509,Dinner,Pakistani,Lunch
"Ainsley Harriet Biryani Rice, 93 g",49.2,8.4,0.0,1.2,0.8,0.0,0.0,0.35,3.7,0.03,1.07,4.58,42.8,1.41,206.0,1.9,0.61,196,Dinner,Pakistani,Dinner
"All Recipes Chicken Curry, 1 serving",170.8,6.0,0.0,9.6,15.2,0.0,21.0,0.25,8.0,0.04,0.72,5.76,28.7,0.76,133.6,3.7,0.85,217,Dinner,Global,Dinner
"Basmati Rice Cooked, 75 g",36.0,7.6,0.0,0.0,1.2,0.0,0.0,0.25,4.1,0.0,0.53,6.27,12.5,0.49,161.9,18.3,0.43,388,Lunch,Pakistani,Lunch
"World Market Sweet Curry-Pink Himalayan Sea Salt Milk Chocolate, 1/8 bar",22.0,2.8,0.0,1.2,0.4,0.0,0.0,0.44,0.8,0.07,0.77,1.44,15.9,0.09,149.6,16.7,0.17,81,Dinner,Pakistani,Dinner
"Mushroom Rice, 0.5 portion",34.4,5.6,0.0,1.2,0.8,0.0,0.0,0.34,1.7,0.06,0.44,7.03,54.4,1.0,97.8,12.9,0.76,247,Dinner,Pakistani,Lunch
"Whole Wheat Roti, 0.5 Roti (7"")",21.2,2.4,0.0,0.0,0.8,0.0,24.6,0.01,1.3,0.1,0.21,14.43,9.4,0.09,75.0,18.0,0.08,10,Dinner,Pakistani,Lunch
"Sharwood's Puppodums Spicy, 1 Pieces",8.0,1.2,0.0,0.0,0.8,0.0,0.0,0.05,10.6,0.02,0.14,2.97,15.8,0.01,15.9,19.6,0.44,592,Lunch,Pakistani,Lunch
"Chicken Balti, 1/2 container",120.0,0.0,0.0,8.0,12.0,0.0,56.0,0.41,3.9,0.06,1.07,0.78,4.2,1.51,118.2,2.7,0.42,102,Dinner,Global,Dinner
"(Uk) Keema Rice, 3 cups",341.6,56.4,0.0,8.0,28.8,0.0,0.0,0.03,4.9,0.03,0.44,10.83,37.7,0.42,67.3,21.9,0.06,483,Dinner,Global,Lunch
"Homemade Chapati, 0.5 piece",14.4,3.6,0.0,1.2,0.8,0.0,41.4,0.22,2.6,0.18,0.26,5.78,29.6,1.09,225.6,22.7,0.88,393,Breakfast,Pakistani,Breakfast
"Ainsley Harriet Biryani Rice, 279 g",147.6,25.6,0.0,4.0,2.0,0.0,0.0,0.55,0.4,0.08,0.33,11.9,28.6,0.6,83.7,11.3,0.83,253,Dinner,Pakistani,Lunch
"Roti, 4 piece",160.0,28.0,0.0,5.2,5.2,0.0,0.5,0.0,3.3,0.06,0.66,0.01,7.6,0.42,46.5,23.6,0.86,38,Dinner,Pakistani,Lunch
Chicken Haleem Recipe,133.6,12.4,0.0,6.4,7.2,0.0,39.6,0.06,3.8,0.14,0.4,6.19,2.5,0.07,231.7,29.7,0.77,56,Dinner,Global,Dinner
"Generic Food, 3/4 cup",180.0,20.4,0.0,8.4,6.0,0.0,0.9,0.21,11.6,0.14,0.03,7.95,40.1,0.17,137.3,1.0,0.63,293,Lunch,Pakistani,Lunch
"Mixed Veg Rice, 0.15 container",27.2,0.0,0.0,0.0,0.0,0.0,26.6,0.35,0.1,0.07,0.23,0.02,19.3,1.61,206.0,2.5,0.79,398,Dinner,Pakistani,Lunch
"Homemade Masoor Dal (Lentils), 1/4 cup",40.0,5.6,0.0,0.8,2.4,0.0,24.8,0.03,0.1,0.13,0.05,11.25,47.6,1.51,278.4,11.3,0.47,268,Lunch,Pakistani,Lunch
"Pilau Rice, 3/10 Pack",68.0,13.6,0.0,0.8,0.8,0.0,0.0,0.24,4.9,0.05,0.57,0.49,32.4,0.42,208.5,10.1,0.38,253,Lunch,Global,Lunch
"Homemade Chicken Curry, 3 cup cooked",336.0,4.0,0.0,10.4,54.0,0.0,0.0,0.0,0.7,0.05,0.5,16.92,2.0,1.18,91.1,3.0,0.05,326,Dinner,Pakistani,Dinner
"Valley Meats Moose Polish Sausage, 8 Ounce",121.6,0.0,0.0,0.0,25.6,0.0,23.4,0.43,4.7,0.2,0.36,1.97,8.9,0.34,41.4,0.8,1.2,224,Lunch,Pakistani,Lunch
Date Balls Recipe,17.6,3.2,0.0,0.4,0.4,0.0,11.4,0.19,3.6,0.1,0.39,3.38,38.5,1.19,55.3,21.1,0.71,323,Dinner,Pakistani,Lunch
"Uncle Ben's Korma, 100 g",42.8,4.8,0.0,2.4,0.4,0.0,30.7,0.31,7.4,0.01,0.08,8.23,6.4,1.07,132.5,5.2,0.41,415,Dinner,Global,Dinner
"Madras Coffee South Filter Coffee Without Sugar, 150 ml",22.4,0.0,0.0,0.0,0.0,0.0,19.9,0.29,0.3,0.09,0.32,6.49,1.8,0.98,132.8,10.9,0.68,276,Dinner,Pakistani,Lunch
"Generic Masala Zucchini, 0.25 cup cooked",18.0,1.2,0.0,1.6,0.8,0.0,0.0,0.09,2.7,0.04,0.05,0.22,41.1,1.34,115.6,22.1,0.4,501,Dinner,Pakistani,Lunch
"Food Chicken Makhani, 0.75 cup",122.8,18.8,0.0,2.0,4.4,0.0,0.0,0.11,5.0,0.11,0.53,5.78,8.2,0.76,181.6,12.0,0.99,224,Dinner,Pakistani,Dinner
"Ainsley Harriott Biryiani Rice, 60 g",49.2,8.4,0.0,1.2,0.8,0.0,10.3,0.05,4.6,0.03,0.2,6.17,6.8,0.91,85.0,21.8,1.42,161,Lunch,Pakistani,Lunch
"Food Tosai, 1 tosai",32.0,6.8,0.0,0.8,0.8,0.0,14.2,0.33,4.4,0.0,0.86,3.52,5.4,2.55,110.7,14.0,0.47,200,Lunch,Pakistani,Lunch
"(Uk) Tandoori Chicken, 0.3 portion",36.0,0.0,0.0,1.6,0.0,0.0,27.9,0.15,4.5,0.23,0.43,18.1,15.8,1.99,23.3,4.4,0.18,178,Dinner,Pakistani,Dinner
"Mushroom Rice, 1 portion",68.4,10.8,0.0,2.0,1.6,0.0,65.7,0.04,1.5,0.08,0.29,6.37,5.0,0.9,111.4,4.4,0.92,530,Lunch,Pakistani,Lunch
"Sukhi's Authentic Cuisine Tandoori Spiced Chicken, 3.13 oz.",52.4,1.6,0.0,1.6,7.2,0.0,55.2,0.58,1.2,0.03,0.16,15.25,7.7,1.97,106.5,3.7,0.6,119,Dinner,Pakistani,Dinner
"Take Out Vegetable Curry, 1 pot",116.0,0.0,0.0,11.2,0.0,0.0,8.9,0.35,2.6,0.03,0.26,4.57,4.6,1.53,182.6,11.8,0.46,218,Dinner,Pakistani,Dinner
"Cooked Food Batata Poha, 2 bowl (about 100g)",88.0,15.2,0.0,2.4,2.0,0.0,42.6,0.38,0.2,0.04,0.65,10.89,12.8,0.56,141.4,22.9,0.83,324,Breakfast,Pakistani,Breakfast
"Tesco Saag Aloo, 1050 g",0.0,46.0,0.0,35.2,8.8,0.0,3.3,0.48,0.8,0.18,0.09,3.41,27.0,1.85,103.1,8.5,0.23,264,Lunch,Pakistani,Lunch
"Cooked Vegetable Aloo Gobhi, 0.5 medium sized bowl",22.0,3.6,0.0,0.8,0.8,0.0,40.4,0.29,0.1,0.07,0.55,6.52,11.7,0.98,215.7,9.1,0.16,157,Dinner,Pakistani,Lunch
"Generic Sweet Peda White, 0.5 Pc",16.4,1.6,0.0,1.2,0.4,0.0,0.0,0.07,10.2,0.02,1.27,4.37,24.8,0.65,116.1,12.4,0.38,164,Dinner,Pakistani,Lunch
"Iceland - Pilau Rice, 175 g",118.0,18.8,0.0,3.6,2.4,0.0,40.6,0.56,0.8,0.04,0.45,16.43,2.8,1.15,54.2,14.6,0.79,26,Lunch,Pakistani,Lunch
"Sainsbury's Diet Tonic Water Bottle, 250 ml",1.2,0.0,0.0,0.0,0.0,0.0,28.5,0.41,6.2,0.02,1.3,2.87,61.4,0.37,82.5,18.4,0.22,384,Dinner,Global,Lunch
"Asda Tricolour Rice, 1 container (190 gs ea.)",117.2,21.6,0.0,2.0,2.4,0.0,5.8,0.04,2.9,0.03,0.24,1.22,11.2,2.24,91.2,3.5,0.81,371,Dinner,Pakistani,Lunch
"Tesco Basmati Rice, 25 g (before cooking)",35.2,7.6,0.0,0.0,0.8,0.0,23.1,0.3,2.0,0.05,0.27,22.5,66.2,0.17,134.1,10.7,0.76,237,Lunch,Global,Lunch
"Homemade Channa Dal, 0.06 katori",3.6,0.4,0.0,0.0,0.0,0.0,0.0,0.35,5.3,0.05,0.59,2.77,57.7,0.32,260.8,23.6,0.59,266,Dinner,Pakistani,Lunch
"Pepper Chicken Pepper Chicken, 5 pieces",53.6,0.0,0.0,0.0,2.4,0.0,0.0,0.32,0.3,0.11,0.36,5.15,9.5,0.5,180.3,8.6,0.7,276,Dinner,Pakistani,Dinner
"Aloo Matar Masala, 193.95 g",70.8,12.0,0.0,2.0,1.6,0.0,32.7,0.01,1.9,0.04,0.1,2.39,5.6,0.69,232.3,8.1,0.35,199,Lunch,Pakistani,Lunch
"Princes Mackerel Fillets In Curry Sauce, 125 g",80.0,5.6,0.0,4.0,5.6,0.0,33.2,0.04,2.1,0.15,0.89,1.21,24.6,0.12,254.7,10.7,0.43,158,Dinner,Pakistani,Dinner
"Catfish Curry, 1 cup cooked",64.8,5.6,0.0,2.8,4.4,0.0,32.8,0.27,0.9,0.14,0.37,8.11,9.7,0.72,192.6,25.1,0.31,223,Dinner,Pakistani,Dinner
"South Prawn Curry, 1.5 oz (85g)",16.8,0.0,0.0,0.0,3.6,0.0,40.3,0.33,2.9,0.05,0.36,11.41,18.6,0.66,36.2,17.5,0.26,237,Dinner,Pakistani,Dinner
"Mango, 0.5 cup",10.8,2.4,0.0,0.0,0.0,0.0,0.0,0.1,3.8,0.13,0.54,1.44,36.7,0.88,114.8,2.3,0.14,10,Lunch,Pakistani,Lunch
"Tarka Dhal, 234 g",112.4,17.2,0.0,3.6,3.6,0.0,0.0,0.27,3.2,0.06,0.96,19.59,0.2,1.45,148.5,0.7,0.03,452,Lunch,Pakistani,Lunch
"Essential Everyday Mixed Veggies, 2.5 cup",46.8,8.0,0.0,0.0,2.8,0.0,0.0,0.52,0.5,0.13,0.9,15.4,0.4,0.09,113.5,1.6,0.5,96,Breakfast,Pakistani,Breakfast
"Naan Bread, 50 g",62.4,8.8,0.0,2.4,1.6,0.0,33.2,0.37,8.4,0.02,0.68,10.18,17.3,1.02,155.4,15.0,0.64,247,Breakfast,Pakistani,Breakfast
"Deep Gourmet Paneer Makhani, 10 Oz (142 g)",160.0,4.8,0.0,13.6,4.0,0.0,38.1,0.14,1.6,0.17,0.36,5.34,19.6,0.01,281.8,12.0,0.46,328,Lunch,Pakistani,Lunch
"Food Lamb Madras, 1 cup",104.0,0.0,0.0,7.6,0.0,0.0,0.0,0.13,2.1,0.04,0.64,6.27,32.4,0.51,131.6,9.5,0.98,246,Dinner,Pakistani,Dinner
"Whole Wheat Roti, 2 Roti (7"")",84.8,8.8,0.0,0.4,3.2,0.0,26.9,0.04,0.3,0.02,0.81,3.53,33.2,0.21,146.8,22.4,0.26,237,Lunch,Pakistani,Lunch
"East Tamarind Sauce, 15 g",12.0,2.8,0.0,0.0,0.0,0.0,0.0,0.01,8.6,0.03,0.59,3.37,15.8,1.79,60.8,10.4,0.03,10,Dinner,Pakistani,Lunch
"Tesco Twelve Snack Selection, 0.25 container (12 snacks ea.)",96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.9,0.02,0.04,0.52,4.5,0.08,199.1,7.0,0.25,284,Dinner,Pakistani,Lunch
"Food Aloo Gobi, 0.5 Cup",49.6,0.0,0.0,0.0,0.0,0.0,32.6,0.31,2.9,0.01,0.0,0.52,15.8,0.57,191.4,19.0,0.25,379,Dinner,Pakistani,Lunch
