Food Name,Calories,Carbohydrates (g),Sugars (g),Fat (g),Protein (g),Fiber (g),Vitamin_A_µg,Vitamin_B_complex_mg,Vitamin_C_mg,Vitamin_D_µg,Vitamin_E_mg,Vitamin_K_µg,Calcium_mg,Iron_mg,Potassium_mg,Magnesium_mg,Zinc_mg,Sodium_mg,Category,Cuisine,Meal_Type
"Neha's Inspired Frozen Yoghurt Mango & Honey Lassi, 100 g Low-fat - Smoky Light",85.9,9.8,0.0,2.3,1.6,0.0,0.0,0.39,1.9,0.05,0.58,5.95,19.0,0.72,19.4,4.6,0.1,93,Snack,Pakistani,Snack
Murabba Dry,99.4,18.6,0.0,12.0,7.6,0.0,24.1,0.02,0.4,0.0,0.39,0.21,3.7,0.7,147.2,34.8,0.43,221,Snack,Pakistani,Snack
"Iceland Platter Vegetable Pakora, 2 vegetable pakora - Low-fat Herbed",21.8,2.1,0.0,1.1,0.4,0.0,77.0,0.18,5.3,0.17,0.43,5.49,28.1,1.4,259.5,11.5,0.46,441,Snack,Pakistani,Snack
Beef Seekh Kebab () Light Light,157.1,2.9,0.0,11.5,11.2,0.0,0.0,0.14,0.7,0.0,0.18,6.1,35.0,0.42,36.4,18.0,0.18,202,Snack,Pakistani,Snack
"Homemade Black Chana Masala, 1 serving Masaledar",38.6,6.1,0.0,1.1,2.5,0.0,13.6,0.1,3.8,0.12,0.35,7.53,10.5,0.66,21.0,13.1,0.39,54,Snack,Pakistani,Snack
"Paneer Pakora, 3 piece Slow-cooked",83.4,0.0,0.0,5.5,0.0,0.0,49.1,0.01,9.4,0.07,0.4,8.54,48.2,1.21,94.0,5.1,0.05,52,Snack,Pakistani,Snack
"Take Away Chicken Pakora, 0.2 piece Slow-cooked Punjabi",10.5,0.4,0.0,0.5,0.5,0.0,11.4,0.24,1.1,0.05,0.29,4.94,13.7,1.2,61.2,19.6,1.16,220,Snack,Global,Snack
"Samosa Chaat, 156 g Grilled",111.1,18.5,0.0,3.7,2.9,0.0,27.9,0.24,2.8,0.05,0.27,10.74,9.1,0.56,80.2,7.3,0.14,62,Snack,Pakistani,Snack
"(Uk Sheek Kebab, 2 piece Hyderabadi Herbed Low-fat",95.9,0.0,0.0,4.0,11.5,0.0,44.4,0.43,3.9,0.02,0.48,5.17,7.5,0.01,192.7,18.2,0.39,479,Snack,Pakistani,Snack
"Deep Gourmet Pakora Spinach, 2.5 pieces Tandoori",52.5,4.6,0.0,3.4,1.7,0.0,8.4,0.19,4.9,0.02,0.24,2.39,18.2,0.61,7.7,6.1,0.02,140,Snack,Pakistani,Snack
"Dahi Whole Milk Yogurt, 1 cup/(227g Spicy",61.8,6.2,0.0,2.8,5.8,0.0,39.6,0.02,0.3,0.11,0.04,2.7,76.6,0.68,261.1,2.6,0.15,281,Snack,Pakistani,Snack
"Waitrose Good to Go Snack Selection (Two Bhajis, One Samosa, Mango Dip), 1 pack Grilled",102.7,13.3,0.0,3.1,1.5,0.0,28.1,0.07,3.2,0.05,0.76,12.37,25.2,0.66,14.3,1.7,0.43,351,Snack,Global,Snack
"Samosa (Potato-Filled), 1 piece Tandoori Dry",85.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.18,0.63,5.87,49.9,0.7,264.9,30.6,0.29,305,Snack,Pakistani,Snack
"Mango Lassi, 0.38 cup Spicy",19.8,4.2,0.0,0.0,0.4,0.0,26.4,0.18,1.6,0.25,0.16,10.83,39.2,0.01,133.2,10.5,0.68,551,Snack,Pakistani,Snack
"Chicken Pakora (Reverse Engineered), 235 g Low-fat Home-cooked",138.3,8.0,0.0,3.5,16.2,0.0,0.0,0.34,8.5,0.11,0.1,6.87,25.4,0.88,112.2,12.4,0.04,592,Snack,Pakistani,Snack
Seviyan (sweet vermicelli) Home-cooked Smoky Herbed,117.1,28.7,0.0,12.5,5.9,0.0,0.0,0.19,12.3,0.17,0.2,6.66,0.9,0.94,160.4,19.4,0.23,30,Snack,Pakistani,Snack
"Samosa Chaat, 106.72 g Hyderabadi",57.2,9.8,0.0,1.5,2.9,0.0,13.4,0.27,0.5,0.08,0.44,3.5,18.6,0.74,268.3,13.9,0.45,454,Snack,Pakistani,Snack
"Morrisons Mini Snack Vegetable Samosa, 1 Samosa Low-fat",20.0,2.5,0.0,1.4,0.4,0.0,27.6,0.15,6.9,0.14,0.02,7.7,7.3,0.71,43.3,5.2,0.67,107,Snack,Pakistani,Snack
"Homemade Kala Chana, 1/2 cup Dry",27.7,4.7,0.0,0.5,1.8,0.0,0.0,0.17,2.9,0.03,0.57,10.47,21.6,0.93,3.8,30.9,0.36,79,Snack,Pakistani,Snack
"Fitness raw nuts almonds, hazelnut, cashew, 125 g Grilled Herbed",318.5,12.7,0.0,28.4,8.7,0.0,8.2,0.3,2.0,0.15,0.29,13.39,23.4,0.52,100.8,31.7,1.19,86,Snack,Pakistani,Snack
"Samosa (Potato-Filled), 1 piece Tandoori Dry Low-fat",86.2,0.0,0.0,0.0,0.0,0.0,11.9,0.2,6.1,0.02,0.4,4.83,5.8,1.61,108.6,37.8,0.74,413,Snack,Pakistani,Snack
"Food Samosa Meat and Veg, 0.5 Samosa (35 Grams) - Grilled Spicy",15.5,2.1,0.0,0.6,1.1,0.0,25.2,0.05,11.7,0.08,0.01,13.92,25.9,0.47,132.5,0.7,0.23,292,Snack,Global,Snack
"Food Samosa Meat and Veg, 2 Samosa (35 Grams) Light",86.3,12.3,0.0,1.5,5.2,0.0,0.0,0.01,5.1,0.0,0.11,0.31,10.9,1.32,79.6,18.4,0.58,10,Snack,Pakistani,Snack
"Homemade Roasted Masala Salmon, 2.25 ounces Spicy Slow-cooked",47.1,1.7,0.0,2.5,5.6,0.0,0.0,0.02,11.0,0.08,0.49,4.07,19.2,0.61,122.6,20.2,0.32,356,Snack,Pakistani,Snack
"Take Away Chicken Pakora, 0.2 piece Slow-cooked Punjabi Hyderabadi",10.0,0.3,0.0,0.6,0.4,0.0,42.5,0.02,1.3,0.05,0.33,8.94,57.6,2.52,172.0,14.9,0.09,506,Snack,Global,Snack
"Sheek Kebab, 55 g Punjabi Tandoori Spicy",81.7,0.0,0.0,0.0,0.0,0.0,27.2,0.47,4.8,0.05,0.21,3.22,18.5,0.55,122.0,24.4,0.59,235,Snack,Pakistani,Snack
"Asda Snacks Vegetable Pakora, 1 container (2 pakoras ea.) Tandoori Tandoori Spicy",94.4,9.5,0.0,6.3,2.1,0.0,24.2,0.02,0.7,0.06,0.12,1.15,20.6,1.03,28.5,10.0,0.39,195,Snack,Pakistani,Snack
"Samosa (Potato-filled), 1 piece Dry Home-cooked Slow-cooked Low-fat",142.3,14.9,0.0,7.0,1.2,0.0,0.0,0.02,0.7,0.03,0.14,3.42,25.5,0.64,215.8,23.5,0.33,202,Snack,Pakistani,Snack
"Mango Lassi, 0.38 cup Spicy Masaledar",21.0,4.5,0.0,0.0,0.3,0.0,9.4,0.07,1.4,0.07,0.04,16.34,50.6,1.27,109.6,4.8,0.43,274,Snack,Pakistani,Snack
"Sitar Cuisine Chana Masala (Chick Peas), 1 oz Dry",12.7,1.3,0.0,0.5,0.5,0.0,39.8,0.02,8.1,0.23,0.8,8.12,3.8,0.83,12.3,13.8,0.12,229,Snack,Pakistani,Snack
"Iceland Platter Vegetable Samosas, 2 vegetable samosa Masaledar Grilled",25.7,3.2,0.0,1.7,1.2,0.0,27.5,0.24,5.4,0.14,0.54,5.64,20.5,0.27,54.1,14.9,0.12,270,Snack,Pakistani,Snack
"Deep Gourmet Potato & Pea Cocktail Samosa, 7.5 pieces (3g) Light Home-cooked Home-cooked",39.2,4.8,0.0,0.0,0.9,0.0,0.0,0.41,1.6,0.17,0.54,7.59,39.5,1.27,265.1,29.1,1.05,289,Snack,Pakistani,Snack
"Sainsbury's Vegetable Samosas, 1 Samosa (50g) Dry",42.0,9.5,0.0,2.6,0.6,0.0,73.7,0.6,5.3,0.04,0.33,15.78,12.3,1.11,180.4,21.2,0.27,238,Snack,Pakistani,Snack
"M&s Modern Kebab and Samosa Selection, 3 pieces - Buttery",53.2,3.3,0.0,2.7,2.8,0.0,0.0,0.38,4.7,0.1,0.45,3.07,13.3,0.33,133.5,12.9,0.01,413,Snack,Pakistani,Snack
"Sheek Kebab, 55 g Home-cooked Light",32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.67,3.0,0.09,0.52,1.03,39.3,0.77,131.2,11.6,0.15,12,Snack,Pakistani,Snack
"Samosa Chaat, 156 g Tandoori Grilled",109.8,18.4,0.0,4.8,5.7,0.0,47.0,0.05,7.6,0.01,0.23,1.18,12.9,0.92,126.1,16.3,0.89,311,Snack,Pakistani,Snack
Beef Seekh Kebab () Light Hyderabadi,224.4,4.2,0.0,18.7,15.5,0.0,0.0,0.1,7.3,0.12,0.17,31.7,2.1,0.69,87.8,8.1,0.1,27,Snack,Pakistani,Snack
"Sainsbury's Vegetable Samosas, 1 Samosa (50g) Grilled - Smoky",29.0,6.6,0.0,3.0,0.5,0.0,84.3,0.51,8.4,0.07,0.03,14.26,4.8,0.82,116.5,4.9,0.51,331,Snack,Pakistani,Snack
"Homemade Kala Chana, 1/2 cup Grilled Slow-cooked",37.9,6.5,0.0,0.4,0.9,0.0,20.7,0.37,2.4,0.11,0.12,5.55,23.8,0.19,91.6,16.8,1.12,401,Snack,Pakistani,Snack
"Sheek Kebab, 55 g Home-cooked Light Grilled",27.9,0.0,0.0,0.0,0.0,0.0,47.2,0.46,2.0,0.03,0.46,12.13,28.8,0.25,71.0,3.1,0.48,313,Snack,Pakistani,Snack
"Sheek Kebab, 55 g Buttery Home-cooked",46.1,0.0,0.0,0.0,0.0,0.0,23.2,0.19,2.1,0.19,0.09,20.43,15.5,0.41,268.6,15.9,0.28,190,Snack,Pakistani,Snack
"Sainsbury's Vegetable Samosas, 2 Samosa (50g) Smoky Punjabi",88.9,0.0,0.0,7.4,0.0,0.0,39.3,0.02,6.9,0.11,0.2,13.99,15.2,0.22,73.3,21.8,0.52,152,Snack,Pakistani,Snack
Seviyan (sweet vermicelli) Home-cooked Smoky Buttery,102.6,25.2,0.0,14.7,4.9,0.0,53.5,0.16,1.7,0.04,0.65,12.79,19.4,0.69,5.3,19.1,0.57,81,Snack,Pakistani,Snack
"Neha's Inspired Frozen Yoghurt Mango & Honey Lassi, 100 g Low-fat Smoky",106.2,12.2,0.0,3.3,1.1,0.0,0.0,0.05,8.1,0.0,0.06,0.21,50.6,1.5,88.4,21.8,0.44,93,Snack,Pakistani,Snack
"Recipes Chana Dal, 1/4 cup Punjabi",67.1,11.3,0.0,2.0,5.2,0.0,6.3,0.05,1.1,0.02,0.16,2.71,11.3,0.42,180.8,10.2,0.33,193,Snack,Pakistani,Snack
"Sheek Kebab, 55 g Buttery Punjabi",50.3,0.0,0.0,0.0,0.0,0.0,26.4,0.42,0.1,0.06,0.19,11.15,67.0,1.27,19.0,18.4,0.02,167,Snack,Pakistani,Snack
"Morrisons Mini Snack Vegetable Samosa, 1 Samosa Low-fat Hyderabadi",20.4,2.6,0.0,1.5,0.4,0.0,24.2,0.45,4.8,0.07,0.41,6.84,2.2,1.82,224.6,19.0,0.41,248,Snack,Pakistani,Snack
"Homemade Kala Chana, 1 cup Home-cooked Slow-cooked",79.1,13.0,0.0,1.3,3.4,0.0,17.3,0.11,0.7,0.02,0.43,9.86,21.1,0.96,43.9,8.7,0.88,177,Snack,Pakistani,Snack
"(Uk Sheek Kebab, 2 piece Hyderabadi Herbed Low-fat Punjabi",98.8,0.0,0.0,4.3,9.1,0.0,56.8,0.17,0.3,0.06,0.3,24.04,25.3,0.82,66.7,16.7,0.46,210,Snack,Pakistani,Snack
"Asda Snacks Vegetable Pakora, 2 Pakora Punjabi Slow-cooked Spicy Light",106.6,10.8,0.0,5.7,3.0,0.0,6.7,0.07,2.8,0.01,0.04,1.41,52.5,2.33,83.9,14.7,0.06,335,Snack,Pakistani,Snack
"Curd Dahi, 1 small bowl 100gm Home-cooked",22.6,0.0,0.0,0.0,0.0,0.0,32.0,0.13,1.2,0.32,0.57,0.91,12.3,0.96,18.6,7.9,0.39,252,Snack,Pakistani,Snack
"Food Samosa Meat and Veg, 2 Samosa (35 Grams) Smoky",63.9,9.1,0.0,2.0,3.3,0.0,0.0,0.07,8.2,0.1,0.19,3.95,40.2,0.69,139.1,20.3,1.01,202,Snack,Pakistani,Snack
"Asda Snacks Vegetable Pakora, 2 Pakora Herbed Home-cooked",26.9,3.1,0.0,1.1,0.6,0.0,95.4,0.31,0.6,0.05,0.69,13.07,33.7,1.01,27.1,8.7,0.9,10,Snack,Pakistani,Snack
"Homemade Kala Chana, 1/4 cup Spicy",16.1,2.8,0.0,0.5,0.9,0.0,0.0,0.59,6.1,0.17,0.29,7.67,34.9,1.04,55.1,9.7,0.18,175,Snack,Pakistani,Snack
"Iceland Platter Vegetable Samosas, 2 vegetable samosa Masaledar Tandoori",23.0,2.9,0.0,1.7,1.2,0.0,44.2,0.01,2.5,0.05,0.03,7.32,77.0,0.23,199.0,6.7,1.29,270,Snack,Pakistani,Snack
"Sainsbury's Vegetable Samosas, 1 Samosa (50g) Grilled - Smoky Masaledar",31.9,7.3,0.0,2.6,0.6,0.0,7.6,0.15,0.4,0.14,0.08,17.72,31.2,1.63,13.3,26.4,0.96,125,Snack,Pakistani,Snack
"Samosa (Potato-filled), 1 piece Masaledar",106.7,11.1,0.0,8.7,1.5,0.0,10.2,0.49,3.9,0.15,0.02,2.47,15.7,0.52,120.3,10.7,0.31,172,Snack,Pakistani,Snack
"Morrisons Mini Snack Vegetable Samosa, 1 Samosa Dry",27.6,3.5,0.0,1.6,0.5,0.0,39.3,0.18,3.2,0.03,0.32,4.47,24.2,0.71,40.4,19.4,0.48,167,Snack,Pakistani,Snack
"Homemade Roasted Masala Salmon, 2.25 ounces Spicy Slow-cooked Punjabi",37.8,1.4,0.0,1.9,6.1,0.0,10.3,0.16,3.7,0.02,0.4,2.7,78.4,0.31,91.4,9.5,0.14,328,Snack,Pakistani,Snack
Dry Fruits Mix Masaledar Buttery Herbed - Light,121.8,44.2,0.0,6.6,4.3,0.0,19.4,0.68,8.8,0.07,0.49,8.74,36.8,0.85,129.1,42.7,0.74,406,Snack,Pakistani,Snack
"(Uk Sheek Kebab, 2 piece Hyderabadi Light",104.6,0.0,0.0,6.0,13.9,0.0,23.9,0.1,3.1,0.06,0.68,4.61,35.0,0.35,151.8,19.7,0.12,301,Snack,Pakistani,Snack
"Chicken Pakora (Reverse Engineered), 235 g Low-fat Tandoori",144.9,8.4,0.0,4.6,13.9,0.0,58.8,0.2,1.2,0.09,0.02,5.65,15.7,0.61,93.7,3.9,0.78,91,Snack,Pakistani,Snack
"Deep Gourmet Potato Cocktail Samosas, 5 pieces (42 g) Spicy",27.9,5.6,0.0,0.4,0.4,0.0,10.5,0.27,9.8,0.17,0.46,0.77,29.1,1.15,146.7,15.0,0.82,288,Snack,Pakistani,Snack
"Iceland Platter Vegetable Pakora, 4 vegetable pakora Home-cooked Hyderabadi",41.2,4.0,0.0,1.5,1.8,0.0,57.6,0.29,7.8,0.05,0.02,12.18,2.4,1.57,135.8,11.2,0.92,383,Snack,Pakistani,Snack
"Chicken Pakora (Reverse Engineered), 235 g Tandoori",138.6,8.0,0.0,5.5,12.3,0.0,44.5,0.28,0.8,0.03,1.55,2.33,29.9,1.02,53.8,16.2,0.25,302,Snack,Pakistani,Snack
"Aldi Bilash 8 Mini Vegetable Samosas, 3 Samosa (23g) Hyderabadi",70.1,7.3,0.0,3.5,1.4,0.0,12.7,0.36,6.1,0.01,0.68,11.57,36.3,0.06,25.7,1.5,0.14,164,Snack,Pakistani,Snack
Murabba Dry Masaledar,93.8,17.6,0.0,11.3,6.7,0.0,21.7,0.03,4.9,0.01,0.46,2.58,67.4,0.52,171.7,21.4,0.16,437,Snack,Pakistani,Snack
"Take Away Chicken Pakora, 10 piece Home-cooked",368.7,19.4,0.0,11.8,39.5,0.0,0.0,0.72,2.7,0.11,0.79,0.26,24.2,0.3,239.9,15.5,0.27,283,Snack,Pakistani,Snack
"M&s Modern Kebab and Samosa Selection, 3 pieces - Dry",51.8,3.3,0.0,3.9,3.4,0.0,0.0,0.49,5.5,0.15,0.57,11.6,11.2,0.14,299.9,7.8,0.04,226,Snack,Pakistani,Snack
"Schweppes Diet Tonic Water Classic Mixers, 0.5 container (750 mls ea.) - Punjabi",10.1,0.0,0.0,0.0,0.0,0.0,1.9,0.2,3.5,0.12,0.35,9.16,11.2,1.21,74.3,19.2,0.18,324,Snack,Pakistani,Snack
"Sainsbury's Vegetable Samosas, 0.5 Samosa (50g) Low-fat Herbed",24.7,5.8,0.0,1.4,0.3,0.0,64.5,0.33,6.5,0.1,0.67,5.14,49.4,1.63,150.4,9.7,0.09,254,Snack,Pakistani,Snack
"Co-Op Mini Selection Mini Pakora, 2 Pakora Herbed",43.3,0.0,0.0,0.9,0.0,0.0,0.0,0.05,5.2,0.13,0.32,3.51,12.6,0.65,90.8,13.7,0.27,175,Snack,Pakistani,Snack
"(Uk Sheek Kebab, 2 piece Hyderabadi Herbed Low-fat Grilled",97.7,0.0,0.0,4.3,14.3,0.0,64.1,0.31,7.8,0.01,0.16,0.09,13.7,1.46,61.6,11.3,0.83,252,Snack,Pakistani,Snack
"Aloo Chana Chaat, 1 portion Smoky Masaledar",73.6,14.7,0.0,0.7,2.4,0.0,16.2,0.38,5.8,0.16,0.93,2.95,13.4,1.78,63.9,2.6,0.26,151,Snack,Pakistani,Snack
"Neha's Inspired Frozen Yoghurt Mango & Honey Lassi, 90 g Home-cooked",76.0,8.4,0.0,3.3,1.3,0.0,0.0,0.17,0.3,0.07,0.66,4.16,11.8,1.15,187.4,14.2,0.56,316,Snack,Pakistani,Snack
"Take Away Chicken Pakora, 0.2 piece Spicy",10.0,0.3,0.0,0.4,0.9,0.0,21.2,0.28,4.3,0.03,0.51,9.54,3.6,0.05,47.9,21.2,0.48,271,Snack,Global,Snack
"Food Samosa Meat and Veg, 2 Samosa (35 Grams) Smoky Punjabi",69.2,9.9,0.0,2.0,4.0,0.0,0.0,0.28,4.5,0.0,0.08,14.18,2.4,0.84,65.1,20.8,0.65,10,Snack,Pakistani,Snack
"Iceland Platter Vegetable Samosas, 1 vegetable samosa Slow-cooked",13.9,1.9,0.0,0.6,0.5,0.0,0.0,0.23,1.9,0.01,0.67,4.73,37.2,2.88,224.6,1.6,0.4,308,Snack,Pakistani,Snack
"Moong Daal Dahi Vada, 2 pieces Crispy Grilled",43.3,3.4,0.0,4.3,2.7,0.0,18.6,0.07,4.5,0.07,0.0,1.57,58.0,1.7,21.2,10.3,0.23,267,Snack,Pakistani,Snack
"Samosa (Potato-filled), 1 piece Dry Home-cooked Home-cooked",133.5,13.9,0.0,9.0,1.9,0.0,11.2,0.14,0.2,0.04,1.11,8.92,20.1,1.17,157.2,23.3,0.2,418,Snack,Pakistani,Snack
"Mango Lassi, 2 cup Masaledar",125.4,27.7,0.0,0.8,2.6,0.0,0.0,0.19,9.6,0.11,0.12,15.32,16.0,0.8,114.2,26.5,0.35,10,Snack,Pakistani,Snack
"Iceland Platter Vegetable Pakora, 2 vegetable pakora - Low-fat Spicy",19.7,1.9,0.0,1.5,0.6,0.0,0.0,0.22,0.3,0.07,0.45,13.91,8.9,0.44,74.1,6.1,0.07,436,Snack,Pakistani,Snack
"Recipes Chana Dal, 1/2 cup Light",144.9,24.4,0.0,4.2,8.0,0.0,40.7,0.03,4.8,0.01,0.26,15.37,0.3,0.06,113.7,7.9,1.29,379,Snack,Pakistani,Snack
"Moong Daal Dahi Vada, 2 pieces Home-cooked Tandoori",62.4,4.9,0.0,3.5,1.3,0.0,12.6,0.19,1.9,0.22,0.23,6.25,29.5,0.55,295.3,9.3,0.08,223,Snack,Pakistani,Snack
"Take Away Chicken Pakora, 300 g Crispy",129.4,8.6,0.0,4.9,2.3,0.0,0.0,0.17,5.3,0.04,0.65,3.42,58.1,0.55,201.8,19.2,0.61,52,Snack,Pakistani,Snack
"Asda Snacks Vegetable Pakora, 2 Pakora Spicy",84.7,8.6,0.0,3.7,2.5,0.0,62.0,0.24,3.5,0.03,0.18,8.61,37.8,1.16,82.4,8.9,0.03,335,Snack,Pakistani,Snack
"Quorn 8 Samosas, 4 samosa Smoky Hyderabadi Smoky",65.5,6.7,0.0,1.9,1.4,0.0,33.6,0.04,1.5,0.2,0.45,22.64,12.1,0.08,33.5,12.2,0.77,234,Snack,Pakistani,Snack
"Asda Snacks Vegetable Pakora, 1 container (2 pakoras ea.) Tandoori Tandoori Spicy Masaledar",95.3,9.6,0.0,5.1,2.5,0.0,4.2,0.28,1.8,0.0,0.73,4.42,25.5,1.54,92.9,2.6,0.24,248,Snack,Pakistani,Snack
"Paneer Pakora, 3 piece Smoky Tandoori",120.8,0.0,0.0,3.0,0.0,0.0,2.8,0.47,5.4,0.09,0.08,16.79,9.3,0.93,52.9,13.5,0.25,162,Snack,Pakistani,Snack
"Aldi Bilash 8 Mini Vegetable Samosas, 3 Samosa (23g) Punjabi",58.5,6.1,0.0,4.8,1.3,0.0,8.3,0.3,4.3,0.12,0.31,3.65,0.4,1.36,154.1,6.7,0.82,296,Snack,Pakistani,Snack
"Chana Masala, 0.25 cup (275g) Herbed",38.3,6.7,0.0,0.6,0.9,0.0,66.3,0.01,3.9,0.14,0.66,7.06,31.9,0.04,186.6,13.9,0.25,234,Snack,Pakistani,Snack
"Mango Lassi, 0.38 cup Light",23.4,5.0,0.0,0.0,0.3,0.0,0.0,0.22,2.6,0.15,0.0,2.13,11.0,0.18,173.0,5.5,0.76,312,Snack,Pakistani,Snack
"Samosa (Potato-filled), 0.75 piece Home-cooked",89.8,9.3,0.0,4.7,2.0,0.0,16.7,0.14,5.3,0.01,0.2,14.64,21.8,0.07,131.6,14.9,0.52,224,Snack,Pakistani,Snack
"Quorn 8 Samosas, 4 samosa Smoky Hyderabadi Smoky Slow-cooked",56.0,5.7,0.0,1.5,1.2,0.0,5.2,0.18,11.4,0.13,0.79,6.14,16.8,0.93,138.1,18.5,0.01,328,Snack,Pakistani,Snack
"M&s Modern Kebab and Samosa Selection, 3 pieces - Dry Light",52.8,3.4,0.0,2.7,3.5,0.0,5.2,0.1,5.7,0.06,0.58,3.04,21.9,0.52,86.5,6.6,0.36,331,Snack,Pakistani,Snack
"Homemade Kala Chana, 0.5 cup Low-fat Herbed",32.0,5.4,0.0,0.4,1.5,0.0,18.6,0.2,0.5,0.06,0.06,5.43,18.1,1.78,195.7,21.9,0.41,456,Snack,Pakistani,Snack
"Mango Lassi, 0.5 cup Light Dry",22.9,5.0,0.0,0.3,1.1,0.0,53.4,0.05,2.9,0.03,0.01,1.54,12.5,1.68,156.7,13.1,0.11,161,Snack,Global,Snack
"Sheek Kebab, 55 g Punjabi Tandoori Spicy Punjabi",80.5,0.0,0.0,0.0,0.0,0.0,12.7,0.1,4.5,0.01,0.21,1.04,33.6,0.73,32.7,0.9,0.03,288,Snack,Pakistani,Snack
"Dahi Whole Milk Yogurt, 1 cup/(227g Grilled",76.8,7.7,0.0,3.6,3.8,0.0,10.5,0.25,3.2,0.02,0.26,10.85,51.6,0.8,149.0,9.8,0.27,298,Snack,Pakistani,Snack
"Deep Gourmet Pakora Spinach, 2.5 pieces Tandoori Slow-cooked",62.5,5.5,0.0,2.5,1.2,0.0,13.7,0.2,5.1,0.02,0.4,6.4,11.0,0.4,117.1,12.5,0.26,251,Snack,Pakistani,Snack
"Sainsbury's Vegetable Samosas, 1 Samosa (50g) - Hyderabadi",36.7,0.0,0.0,2.4,0.0,0.0,13.6,0.15,1.5,0.07,0.1,4.33,31.6,0.38,141.7,2.4,0.3,171,Snack,Pakistani,Snack
Dry Fruits Mix Punjabi,88.8,32.3,0.0,8.2,3.9,0.0,18.0,0.22,3.1,0.16,0.96,11.38,19.1,0.23,194.0,19.9,0.42,294,Snack,Pakistani,Snack
"Samosa (Potato-Filled), 1.13 piece - Buttery",97.6,0.0,0.0,0.0,0.0,0.0,19.9,0.29,12.9,0.0,1.04,7.1,27.2,0.74,169.9,12.0,0.15,355,Snack,Pakistani,Snack
"Homemade Kala Chana, 1.5 cup Home-cooked Smoky",78.4,13.0,0.0,1.7,6.7,0.0,27.2,0.07,1.9,0.06,0.42,1.49,3.2,1.56,73.7,12.8,0.29,10,Snack,Pakistani,Snack
"Schweppes Diet Tonic Water Classic Mixers, 250 ml Smoky",10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,9.7,0.09,0.69,3.76,42.4,0.26,139.2,9.1,0.76,355,Snack,Pakistani,Snack
"Homemade Samosa Large, 0.5 piece - Hyderabadi",40.7,0.0,0.0,0.0,0.0,0.0,23.5,0.06,4.9,0.05,0.29,15.38,50.4,0.83,100.9,3.5,0.83,343,Snack,Global,Snack
"That Drink Raspberry Cinnamon Lassi, 1 container (237 ml) Low-fat",46.9,7.6,0.0,1.0,3.1,0.0,0.0,0.0,1.6,0.14,0.68,5.83,21.4,1.37,140.6,9.0,0.07,368,Snack,Pakistani,Snack
"Homemade (Anjum Anand Food Made Easy Recipe) <Potassium> Samosa Potato and Pea With Filo Pastry, 1.5 Samosa Spicy",58.1,11.4,0.0,0.0,2.4,0.0,0.0,0.31,3.0,0.02,0.13,4.14,24.7,0.28,212.5,0.2,1.28,143,Snack,Pakistani,Snack
"Samosa (Potato-Filled), 1 piece Tandoori Tandoori",83.2,0.0,0.0,0.0,0.0,0.0,11.5,0.29,1.5,0.06,0.24,0.03,4.5,0.04,190.8,14.9,0.5,204,Snack,Pakistani,Snack
Roasted Chana Smoky Grilled,68.2,19.7,0.0,5.3,11.7,0.0,17.9,0.47,2.2,0.13,0.23,11.56,36.0,1.31,173.5,10.8,0.24,175,Snack,Pakistani,Snack
"Samosa (Potato-Filled), 1.13 piece - Smoky",103.9,0.0,0.0,0.0,0.0,0.0,30.1,0.12,7.9,0.14,0.45,3.27,31.7,1.47,42.4,13.8,0.52,259,Snack,Pakistani,Snack
"Gourmet Spinach Pakora, 6 pieces (130g) Punjabi Dry",97.1,8.7,0.0,9.2,2.7,0.0,1.5,0.28,0.5,0.13,0.26,8.98,25.1,0.9,106.2,22.8,0.61,333,Snack,Pakistani,Snack
"Co-op 12 Selection Vegetable Pakora, 2 pakora Crispy Dry",40.1,3.6,0.0,1.0,1.6,0.0,40.2,0.28,1.5,0.05,0.19,2.85,19.4,1.1,86.4,26.7,0.69,87,Snack,Pakistani,Snack
"Sainsbury's Vegetable Samosas, 0.5 Samosa (50g) Low-fat Herbed Tandoori",29.9,7.0,0.0,1.7,0.3,0.0,1.3,0.08,8.7,0.06,0.42,2.2,37.3,1.01,128.5,4.8,0.66,329,Snack,Pakistani,Snack
"night (chx tikka, rice, pakora), 1 serving(s) Home-cooked",222.0,36.8,0.0,3.1,12.4,0.0,0.0,0.26,5.4,0.01,0.13,7.29,48.1,0.74,66.6,2.7,0.11,491,Snack,Pakistani,Snack
"That Drink Raspberry Cinnamon Lassi, 1 container (237 ml) Low-fat Spicy",45.9,7.4,0.0,0.9,3.0,0.0,11.0,0.2,4.3,0.14,0.08,5.09,2.6,0.24,141.4,19.2,0.11,10,Snack,Pakistani,Snack
"(Uk Sheek Kebab, 2 piece Hyderabadi Buttery",91.0,0.0,0.0,5.6,9.3,0.0,9.5,0.09,4.9,0.22,0.91,4.34,31.7,1.04,116.5,13.4,0.67,352,Snack,Pakistani,Snack
"Asda Snacks Vegetable Pakora, 1 Pakora Masaledar",44.8,4.7,0.0,2.8,1.6,0.0,0.0,0.32,3.3,0.15,0.36,3.56,37.5,0.25,139.4,11.9,0.32,305,Snack,Pakistani,Snack
